QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,skill,b
390,577,Calculate percentage of an amount mentally where the percent is a decimal,233,Percentages of an Amount,A,What is \( 5.5 \% \) of \( 400 \) ?,\( 22 \),\( 11 \),\( 5.5 \),\( 220 \),,,2138.0,1070.0,,0.0
392,1741,Recognise the angles on a straight line relationship,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",B,Which of the following cannot represent a straight line?,"![A straight line, separated into an angle of 53 degrees and an angle of 127 degrees]()","![A straight line, separated into an angle of 150 degrees and an angle of 50 degrees]()","![A straight line, separated into three angles. One is unmarked, one is 90 degrees and one is 45 degrees]()","![A straight line, separated into two angles of 90 degrees]()",725.0,,1707.0,725.0,Geometry,0.0
396,1447,Add two equations together to remove a variable ,63,Simultaneous Equations,D,"Eliza is trying to solve the pair of simultaneous equations below.

\( \begin{aligned} -6 g-2 h & = & -2 \\ g-2h & = & 10 \\ \end{aligned} \)

She decides to add them together.
What will she end up with?",\( -5 g-4 h=12 \),\( 5 g=8 \),\( -7 g=8 \),\( -5 g-4 h=8 \),,1233.0,,,,0.0
399,1526,Substitute positive integer values into expressions involving powers or roots,67,Substitution into Formula,B,"When \( h=10 \)
Which of the following pairs of statements is true?","\( 3 h^{2}=300 \)
\( (3 h)^{2}=300 \)",\( \begin{array}{l}3 h^{2}=300 \\ (3 h)^{2}=900\end{array} \),\( \begin{array}{l}3 h^{2}=900 \\ (3 h)^{2}=900\end{array} \),\( \begin{array}{l}3 h^{2}=900 \\ (3 h)^{2}=300\end{array} \),2488.0,,2087.0,,,0.0
400,217,Round numbers to one decimal place,214,Rounding to Decimal Places,A,\( 58.2684 \) to \( 1 \) decimal place is....,\( 58.3 \),\( 58.2 \),\( 59.3 \),\( 59.2 \),,1379.0,2330.0,2330.0,,0.0
402,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,B,"Simplify fully (if possible):
\(
\frac{13}{78}
\) Simplify fully (if possible): \( \frac{13}{78} \)",\( \frac{1}{7} \) \( \frac{1}{7} \),\( \frac{1}{6} \) \( \frac{1}{6} \),\( \frac{1}{66} \) \( \frac{1}{66} \),Cannot be simplified Cannot be simplified,,,2078.0,2363.0,Fractions,0.0
404,1102,Generate a descending integer linear sequence from the nth term rule,172,Quadratic Sequences,B,"Tom and Katie are discussing sequences
Tom says \( (\boldsymbol{n}+\mathbf{1})^{3} \) would produce a linear sequence.
Katie says \( 3-\frac{n}{3} \) would produce a linear sequence
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1198.0,,1198.0,1164.0,Sequences,0.0
408,302,Add decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,C,\( 0.32+0.8= \),\( 1.2 \),\( 0.4 \),\( 1.12 \),\( 0.328 \),,1730.0,,1730.0,,0.0
410,3212,Complete missing number mental subtraction problems with numbers over 1000,203,Mental Addition and Subtraction,A,"A \( 4 \) digit number belongs in this box to make the calculation true
\(
\square-6027=1253
\)
What is the \( 4^{\text {th }} \) digit of the number that belongs in the box?",\( 0 \),\( 4 \),\( 5 \),Not possible,,2271.0,,,,0.0
411,88,Recognise and use efficient strategies for mental addition,203,Mental Addition and Subtraction,B,"Nick wants to add \( 97 \) to a number.
Which one of the following methods would give him the correct answer?",\( +100 \) then \( +3 \),\( +100 \) then \( -3 \),\( -100 \) then \( +3 \),\( -100 \) then \( -3 \),1338.0,,1978.0,,,0.0
412,2944,"Know that probabilities must lie between 0, impossible, and 1, certain",111,Probability of Single Events,B,"The probability of an event occurring is \( 0.9 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain,Likely,Unlikely,Impossible,1132.0,,1132.0,344.0,Probability,-1.0
415,1107,Use the nth term rule of an ascending integer linear sequence to test whether a term belongs in the sequence or not,171,Linear Sequences (nth term),D,"Jo and Paul are discussing the sequence \( \mathbf{7 n}+\mathbf{5} \)

Jo says \( \mathbf{1 4 9} \) is a term in the sequence.

Paul says \( \mathbf{1 5 0} \) is a term in the sequence.

Who is correct?",Only Jo,Only Paul,Both Jo and Paul,Neither is correct,1214.0,,,,Sequences,0.0
416,703,Express pictorial representations of objects as a ratio,334,Writing Ratios,C,"Tom says for every one circle there are two squares 
\(\bigcirc\bigcirc\bigcirc\)
\(\square\;\square\;\square\;\square\;\square\;\square\) Katie says for every one circle there are two squares
\(\square\quad\square\quad\square\quad\square\quad\square\)
\(\bigcirc\bigcirc\bigcirc\bigcirc\bigcirc\)
\(\square\quad\square\quad\square\quad\square\quad\square\) Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,1846.0,,1150.0,,0.0
417,547,Multiplication law of indices with positive integer powers and a different base number,245,"Squares, Cubes, etc",B,"Jo and Paul are discussing \( 3^{2} \times 4^{2} \)
Jo says \( 3^{2} \times 4^{2}=12^{4} \)
Paul says \( 3^{2} \times 4^{2}=12^{2} \)
Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,2084.0,,,1670.0,,0.0
418,1098,Write the next term of a descending integer linear sequence,1173,Sequences-Others,C,"What is the next term in this sequence?


\[
32, \quad 28, \quad 24, \quad \ldots
\]",\( 4 \),\( 18 \),\( 20 \),Not enough information,1115.0,,,,,0.0
421,2232,Convert from days to seconds,209,Time,D,Which of the following would correctly calculate the number of seconds in \( 2 \) days?,\( 2 \times 12 \times 60 \),\( 2 \times 12 \times 60 \times 60 \),\( 2 \times 24 \times 60 \),\( 2 \times 24 \times 60 \times 60 \),,443.0,1107.0,,,0.0
423,1460,"Solve one-step linear equations requiring addition or subtraction, involving positive fractions",64,Linear Equations,D,"Solve the equation:
\(
p-3=\frac{1}{12}
\)",\( p=\frac{4}{15} \),\( p=\frac{4}{12} \),\( p=\frac{3}{36} \),\( p=\frac{37}{12} \),,1852.0,1360.0,,Algebra,0.0
425,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,C,"Simplify fully (if possible):

\( \frac{18}{30} \)",\( \frac{4.5}{7.5} \),\( \frac{9}{15} \),\( \frac{3}{5} \),Cannot be simplified,1358.0,1825.0,,606.0,Fractions,0.0
426,473,Calculate the square of a number,245,"Squares, Cubes, etc",A,What is the value of \( 4^{2} \) ?,\( 16 \),\( 8 \),\( 6 \),\( 4 \),,2316.0,952.0,278.0,,0.0
430,941,Find the gradient of a line written in the form ax + by = c,260,Finding the Gradient and Intercept of a Line from the Equation,B,"What is the gradient of this line?
\(4 x-5 y=20\)",\( 4 \),\( \frac{4}{5} \),\( -\frac{4}{5} \),\( -4 \),1743.0,,1294.0,,,0.0
433,2754,Identify data which is qualitative or quantitative,337,Types of Data and Questionnaires,D,"Leanne has written a questionnaire on the topic of holidays. One of her questions is,

""Describe how you feel when you are about to go on holiday.""

What type of data is she collecting by asking this question?","Primary
Quantitative
data","Secondary
Quantitative data",Attribute data,"Primary
Qualitative data",782.0,,1327.0,,,0.0
435,284,Answer negative number problems that require the use of BIDMAS,33,BIDMAS,B,Which calculation is equal to \( -20 \) ?,\( 2 \times(-2)-(-4) \times 4 \),\( -28-(-4) \times 2 \),\( (-5)^{2}+5 \),\( (-42) \div(-2)+1 \),1805.0,,1597.0,1400.0,,0.0
436,247,Carry out addition problems involving two negative integers ,211,Adding and Subtracting Negative Numbers,A,\( (-5)+(-2)= \),\( -7 \),\( 7 \),\( 3 \),\( -3 \),,1639.0,,971.0,,0.0
437,1097,Write the next term of an ascending integer linear sequence,171,Linear Sequences (nth term),C,"\[
5,12,19,26, \ldots ?
\]

What number comes next in this sequence?",\( 32 \),\( 31 \),\( 33 \),\( 40 \),,,,1631.0,Sequences,0.0
439,3346,Identify the order of rotational symmetry of a shape,275,Line Symmetry,A,"Tom and Katie are arguing about the order of rotational symmetry of quadrilaterals.

Tom says some quadrilaterals have an order of rotational symmetry of \( 1 \).
Katie says some quadrilaterals have an order of rotational symmetry of \( 3 \).
Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,1007.0,1007.0,,,0.0
444,3211,Complete missing number mental addition problems with numbers over 1000,203,Mental Addition and Subtraction,D,"A \( 3 \) digit number belongs in this box to make the calculation true
\(
258+\square=1162
\)
What is the \( 3^{\text {rd }} \) digit of the number that belongs in the box?",\( 0 \),\( 2 \),\( 6 \),\( 4 \),2271.0,,1138.0,,,0.0
445,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,C,"What should replace the circle when these two brackets are expanded and simplified?
\(
(p-5)(p+2) \equiv p^{2} \triangle p \bigcirc
\)",\( \bigcirc=-7 \),\( \bigcirc=-3 \),\( \bigcirc=-10 \),\( \bigcirc=+10 \),,2256.0,,974.0,Algebra,0.0
446,2650,"Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92,Reflection,A,"A point, \( Q \), has coordinates \( (2,5) \)
The point is reflected in the line \( x=2 \)
What are the new coordinates of point \( Q \) ?","\( (2,5) \)","\( (-2,5) \)","\( (5,2) \)","\( (2,-5) \)",,2508.0,26.0,2443.0,,0.0
447,1526,Substitute positive integer values into expressions involving powers or roots,67,Substitution into Formula,B,"When \( h=5 \)
Which of the following pairs of statements is true?",\( \begin{array}{l}3 h^{2}=75 \\ (3 h)^{2}=75\end{array} \),\( \begin{array}{l}3 h^{2}=75 \\ (3 h)^{2}=225\end{array} \),\( \begin{array}{l}3 h^{2}=225 \\ (3 h)^{2}=225\end{array} \),\( \begin{array}{l}3 h^{2}=225 \\ (3 h)^{2}=75\end{array} \),2488.0,,2087.0,2087.0,,0.0
449,2040,Convert from kilometers to miles,195,Length Units,C,\( 1 \mathrm{~km} \approx 0.6 \) miles \( 4 \mathrm{~km} \approx \square \) miles,\( 4.6 \),\( 0.24 \),\( 2.4 \),\( 3.6 \),306.0,189.0,,264.0,,0.0
450,428,Add fractions involving mixed number fractions with the same denominator,230,Adding and Subtracting Fractions,D,"\(
1 \frac{2}{3}+\frac{1}{3}
\)
Which of the following is a correct way to write the answer to this calculation?",\( \frac{4}{3} \),\( 4 \),\( 3 \),\( 2 \),493.0,1431.0,,,Fractions,0.0
451,1272,"Given the description of an algebraic term with powers, write the term using algebra ",70,Writing Expressions,B,Write the following using correct algebraic notation \( m \) multiplied by the cube of \( n \),\( (m n)^{3} \),\( m n^{3} \),\( m n+3 \),\( 3 m n \),315.0,,260.0,438.0,Algebra,0.0
455,1425,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52,Factorising into a Single Bracket,A,"Factorise this expression, if possible:
\(
p^{2}-5 p
\)",\( p(p-5) \),\( (p+5)(p-5) \),\( (p+\sqrt{5})(p-\sqrt{5}) \),Does not factorise,,838.0,838.0,,,0.0
456,3206,Recognise an arithmetic sequence,171,Linear Sequences (nth term),A,"Tom and Katie are discussing arithmetic sequences.

Tom says this is an arithmetic sequence: \( 5,8,11,14,17, \ldots \)

Katie says this is an arithmetic sequence: \( 5,15,45,135,405, \ldots \)

Who is correct?
",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,1198.0,1198.0,1198.0,Sequences,0.0
458,706,Convert ratios to fractions,334,Writing Ratios,A,A lassi drink is made of yoghurt and water in the ratio \( 3: 1 \). What fraction of the drink is water?,\( \frac{1}{4} \),\( \frac{3}{4} \),\( \frac{1}{3} \),Not enough information,,2262.0,1452.0,888.0,,0.0
460,1494,Solve quadratic equations using balancing,65,Quadratic Equations,B,"One of these equations has no real solutions.
Which is it?",\( t^{2}-27=0 \),\( t^{2}=-27 \),\( t^{3}=-27 \),\( t-27=-27 \),,,868.0,1494.0,Quadratics,0.0
462,1482,"Solve linear equations with the variable appearing on both sides, with all positive integers",64,Linear Equations,A,What is the solution for this equation? \( 4(3 x-2)=2(6 x-8) \),This equation is impossible to solve,\( x=0 \),\( x=-\frac{2}{3} \),This equation has an infinite number of solutions,,1598.0,,,Algebra,0.0
463,954,Identify parallel lines written in the form y = mx + c,262,Parallel Lines,A,"Tom and Katie are discussing parallel lines
Tom says \( y=2 x+5 \) and \( y=2 x-7 \) are parallel 
Katie says \( y=2 x+5 \) and \( y=3 x+5 \) are parallel
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,,585.0,,,0.0
464,408,Identify equivalent fractions when presented as shapes or objects,226,Equivalent Fractions,D,"By comparing the fraction of the rectangle that is shaded in each diagram, decide which is the odd one out?",![A rectangle with 1/3 shaded in red](),![A rectangle with 2/6 shaded in blue](),![A rectangle with 3/9 shaded in purple](),![A rectangle with 6/12 shaded in orange](),120.0,120.0,120.0,,,0.0
465,1138,Recognise when an ascending sequence is quadratic,172,Quadratic Sequences,D,"Tom and Katie are discussing quadratic sequences.

Tom says this is a quadratic sequence: \( 3,5,10,17,26, \ldots \)

Katie says this is a quadratic sequence: \( 3,6,12,24,48, \ldots \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1388.0,1388.0,,,Sequences,0.0
466,3522,Find a negative reciprocal,263,Perpendicular Lines,A,\( -\frac{3}{4} \times \star=-1 \) What should replace the star?,\( \frac{4}{3} \),\( -\frac{4}{3} \),\( \frac{3}{4} \),\( -\frac{3}{4} \),,1597.0,2271.0,,,0.0
467,701,"Given information about the relationship between two parts (e.g. one part is worth 5 more than another), work out the whole",241,Sharing in a Ratio,C,Bill and Mischa share their profit in a ratio of \( 9: 5 \) Bill gets \( £ 72 \) more than Mischa. How much money did they receive altogether?,\( £ 112 \),\( £ 432 \),\( £ 252 \),£162,312.0,1302.0,,,Ratio & Proportion,1.0
468,3411,Calculate a string of multiplications mentally,204,Mental Multiplication and Division,B,\( 3 \times 5 \times 20= \),\( 150 \),\( 300 \),\( 28 \),\( 30 \),,,1319.0,779.0,,0.0
469,436,Subtract fractions involving mixed number fractions with the same denominator,230,Adding and Subtracting Fractions,A,"\(
1 \frac{2}{3}-\frac{1}{3}
\)
Which of the following is a correct way to write the answer to this calculation?",\( 1 \frac{1}{3} \),\( \frac{2}{3} \),\( \frac{1}{3} \),\( 1 \),,169.0,1166.0,,Fractions,0.0
471,71,Solve problems that combine addition and subtraction,1975,Combining Operations,A,"Summer buys a dress for \( £ 73 \) and two pairs of shoes for \( £ 41 \) each. 
She pays using a \( £ 40 \) gift voucher and some cash.

How much cash does she pay?",£115,£154,£188,£195,,,,1773.0,,0.0
472,955,Identify parallel lines written in the form y = c - mx,262,Parallel Lines,B,"Tom and Katie are discussing parallel lines
Tom says \( y=4-3 x \) and \( y=4-2 x \) are parallel 
Katie says \( y=4-3 x \) and \( y=2-3 x \) are parallel
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,,585.0,,,0.0
473,28,Recognise the place value of each digit in integers,202,Place Value,D,"What is the value of the \( 3 \) in the number below?
\(
43075
\)",\( 30000 \),\( 3 \),\( 30 \),\( 3000 \),22.0,2395.0,2375.0,,,0.0
474,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,C,Factorise the following expression \( x^{2}+6 x+5 \),\( (x+2)(x+3) \),Cannot be factorised,\( (x+1)(x+5) \),\( x(x+6)+5 \),2142.0,,,1871.0,Quadratics,0.0
476,376,Convert two digit integer percentages to fractions,238,Converting between Fractions and Percentages,C,What is \( 72 \% \) written as a fraction?,\( 7 \frac{2}{100} \),\( \frac{1}{72} \),\( \frac{18}{25} \),None of these options,2510.0,329.0,,1469.0,,0.0
478,206,Round integers to the nearest 10,208,Written Division,C,What is \( 4296 \) rounded to the nearest \( 10 \) ?,\( 4290 \),\( 4310 \),\( 4300 \),\( 4000 \),123.0,123.0,,2392.0,,0.0
479,3412,Convert between l and m³ ,197,Volume and Capacity Units,C,"\[
100 \text { litres = }
\square \, cubic \, metres
\]",\( 100 \),\( 10 \),\( 0.1 \),\( 0.001 \),230.0,588.0,,,,0.0
480,46,Find 100 more than a given number,202,Place Value,A,What number is \( 100 \) more than \( 72980 ? \),"\( 73,080 \)","\( 73,980 \)","\( 7,298,000 \)","\( 72,080 \)",,1533.0,126.0,1383.0,,0.0
481,238,Order negative decimals with the same number of digits,210,Ordering Negative Numbers,C,"Here are the depths below sea level of \( 3 \) creatures:
Starfish: \( -7 m \)
Shark: \( -9 m \)
Dolphin: \( -8.3 \mathrm{~m} \)
Arrange their depths in ascending order, starting with the deepest","\( 1^{\text {st }} \) Dolphin
\( 2^{\text {nd }} \) Shark
\( 3^{\text {rd }} \) Starfish",\( 1^{\text {st }} \) Starfish \( 2^{\text {nd }} \) Dolphin \( 3^{\text {rd }} \) Shark,"\( 1^{\text {st }} \) Shark
\( 2^{\text {nd }} \) Dolphin
\( 3^{\text {rd }} \) Starfish","\( 1^{\text {st }} \) Starfish
\( 2^{\text {nd }} \) Shark
\( 3^{\text {rd }} \) Dolphin",2237.0,2185.0,,,,0.0
486,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,D,\( 0.8 \times 0.15= \),\( 1.2 \),\( 1.20 \),\( 0.012 \),\( 0.12 \),2481.0,2481.0,2481.0,,,0.0
488,247,Carry out addition problems involving two negative integers ,211,Adding and Subtracting Negative Numbers,D,\( (-3)+(-5)= \),\( 2 \),\( -2 \),\( 8 \),\( -8 \),795.0,,1639.0,,,0.0
489,2580,"Given the area of a square, calculate a missing dimension",75,Area of Simple Shapes,C,A square has an area of \( 64 \mathrm{~cm}^{2} \) What is the length of the square?,\( 32 \mathrm{~cm} \),\( 16 \mathrm{~cm} \),\( 8 \mathrm{~cm} \),\( 64 \mathrm{~cm} \),734.0,1678.0,,,Mensuration,0.0
